0.0113920000	3.0000160000	3.0000200000
0.0136710000	3.0000380000	3.0000430000
0.0164050000	3.0000900000	3.0000980000
0.0196860000	3.0001940000	3.0002050000
0.0236240000	3.0004060000	3.0004160000
0.0283480000	3.0008110000	3.0008090000
0.0340180000	3.0015320000	3.0014860000
0.0408220000	3.0027820000	3.0026480000
0.0489870000	3.0048180000	3.0045320000
0.0587840000	3.0079580000	3.0074380000
0.0705410000	3.0125270000	3.0116740000
0.0846490000	3.0188560000	3.0175740000
0.1015790000	3.0272190000	3.0254230000
0.1218950000	3.0378070000	3.0354340000
0.1462740000	3.0507020000	3.0477180000
0.1755290000	3.0658760000	3.0622780000
0.2106350000	3.0831960000	3.0790060000
0.2527620000	3.1024420000	3.0977030000
0.3033150000	3.1233340000	3.1181030000
0.3639780000	3.1455620000	3.1399020000
0.4367740000	3.1688110000	3.1627840000
0.5241290000	3.1927880000	3.1864540000
0.6289550000	3.2172330000	3.2106470000
0.7547460000	3.2419310000	3.2351340000
0.9056950000	3.2667360000	3.2597660000
1.0868340000	3.2915280000	3.2844040000
1.3042010000	3.3162700000	3.3090430000
1.5650410000	3.3409070000	3.3335430000
1.8780500000	3.3655150000	3.3580960000
2.2536600000	3.3899990000	3.3824990000
2.7043920000	3.4143680000	3.4068180000
3.2452710000	3.4387270000	3.4311500000
3.8943250000	3.4629040000	3.4552720000
4.6731910000	3.4870030000	3.4793530000
5.6078290000	3.5111180000	3.5034290000
6.7293950000	3.5350000000	3.5272950000
8.0752740000	3.5587840000	3.5510780000
9.6903300000	3.5829080000	3.5751720000
11.6283960000	3.6066320000	3.5988890000
13.9540760000	3.6312990000	3.6235530000
16.7448920000	3.6559060000	3.6481600000
20.0938720000	3.6814940000	3.6737480000
24.1126480000	3.7080630000	3.7003010000
28.9351790000	3.7367180000	3.7289610000
34.7222140000	3.7690860000	3.7613490000
41.6666560000	3.8059740000	3.7982060000
49.9999920000	3.8497390000	3.8419730000
